player_id,total_appearances,total_goals,total_assists,total_minutes,total_yellow_cards,total_red_cards,goals_per_90,assists_per_90
10,136,48,25,8808,19,0,0.49,0.255
26,152,0,0,13508,4,2,0.0,0.0
65,122,38,13,8788,11,1,0.389,0.133
77,4,0,0,307,0,0,0.0,0.0
80,12,0,0,1080,0,0,0.0,0.0
109,41,1,2,3584,4,0,0.025,0.05
123,7,0,1,427,0,0,0.0,0.211
132,77,9,4,3987,13,0,0.203,0.09
215,109,26,8,6038,3,0,0.388,0.119
258,19,0,2,1075,2,0,0.0,0.167
264,24,2,3,1227,1,0,0.147,0.22
276,6,0,0,232,0,0,0.0,0.0
277,66,5,4,4746,15,0,0.095,0.076
299,30,0,5,2510,10,0,0.0,0.179
325,2,0,0,180,0,0,0.0,0.0
332,7,0,0,76,0,0,0.0,0.0
410,93,3,6,6590,11,0,0.041,0.082
411,15,1,0,1061,2,0,0.085,0.0
447,9,0,0,766,0,0,0.0,0.0
488,38,0,0,3198,2,0,0.0,0.0
532,187,53,24,6789,6,0,0.703,0.318
557,7,0,0,630,0,0,0.0,0.0
568,100,8,0,8607,18,1,0.084,0.0
597,76,4,13,5014,4,0,0.072,0.233
598,50,0,0,4500,1,0,0.0,0.0
670,9,0,2,225,0,0,0.0,0.8
690,3,1,0,65,0,0,1.385,0.0
691,116,12,8,8123,10,1,0.133,0.089
735,11,0,1,669,1,0,0.0,0.135
755,37,1,0,2903,6,0,0.031,0.0
773,5,0,0,279,0,0,0.0,0.0
823,49,1,2,4022,9,0,0.022,0.045
831,8,0,0,268,1,0,0.0,0.0
837,32,3,3,2524,7,0,0.107,0.107
886,18,2,0,1601,5,0,0.112,0.0
892,15,0,0,1305,1,0,0.0,0.0
933,111,6,7,8615,27,0,0.063,0.073
992,1,0,0,90,0,0,0.0,0.0
1073,33,3,2,2225,5,0,0.121,0.081
1075,28,7,3,1584,2,0,0.398,0.17
1083,28,1,2,2302,8,0,0.039,0.078
1094,39,1,2,2942,12,0,0.031,0.061
1095,3,0,1,122,0,0,0.0,0.738
1116,23,0,0,1778,6,1,0.0,0.0
1126,119,6,6,10082,32,0,0.054,0.054
1139,81,2,1,7029,15,0,0.026,0.013
1144,2,0,0,103,0,0,0.0,0.0
1150,66,0,0,5910,4,0,0.0,0.0
1161,61,0,1,4608,1,0,0.0,0.02
1197,9,2,0,412,3,0,0.437,0.0
1277,128,2,14,10365,40,0,0.017,0.122
1321,65,3,8,4948,23,1,0.055,0.146
1327,40,2,1,2531,10,0,0.071,0.036
1331,103,34,9,6663,17,0,0.459,0.122
1335,35,0,2,2905,2,0,0.0,0.062
1363,37,0,0,3242,5,2,0.0,0.0
1368,86,2,3,6568,7,0,0.027,0.041
1381,1,0,0,90,0,0,0.0,0.0
1397,9,1,0,147,0,0,0.612,0.0
1423,139,2,19,12211,10,0,0.015,0.14
1426,38,2,4,1580,5,0,0.114,0.228
1428,65,9,5,2756,3,0,0.294,0.163
1443,101,2,5,6051,10,1,0.03,0.074
1474,11,0,0,990,0,0,0.0,0.0
1496,4,0,0,242,0,0,0.0,0.0
1532,17,1,2,1179,3,0,0.076,0.153
1560,8,0,0,549,0,0,0.0,0.0
1565,135,69,13,10845,9,0,0.573,0.108
1568,26,8,0,1577,3,0,0.457,0.0
1572,1,0,0,29,0,0,0.0,0.0
1573,9,0,0,361,0,0,0.0,0.0
1586,116,5,2,9676,25,0,0.047,0.019
1587,32,2,1,2693,4,0,0.067,0.033
1606,35,1,0,2989,11,0,0.03,0.0
1613,12,0,0,796,2,2,0.0,0.0
1659,16,0,0,742,1,0,0.0,0.0
1662,121,1,13,9641,14,0,0.009,0.121
1667,199,0,0,17762,9,0,0.0,0.0
1684,18,0,0,1196,9,0,0.0,0.0
1716,14,2,3,1063,2,0,0.169,0.254
1725,33,0,0,2884,1,0,0.0,0.0
1726,126,8,5,10583,21,0,0.068,0.043
1772,11,0,0,309,0,0,0.0,0.0
1784,144,0,3,12858,12,1,0.0,0.021
1791,157,29,18,10893,5,0,0.24,0.149
1792,91,2,9,6053,16,0,0.03,0.134
1841,6,0,0,127,1,0,0.0,0.0
1896,94,1,5,5751,20,1,0.016,0.078
1944,24,0,0,1891,1,1,0.0,0.0
1986,102,8,5,6865,21,1,0.105,0.066
2048,31,1,0,2746,7,0,0.033,0.0
2050,69,16,0,2881,9,0,0.5,0.0
2138,60,1,0,4951,22,0,0.018,0.0
2148,71,8,7,2901,4,0,0.248,0.217
2150,30,1,1,1804,1,0,0.05,0.05
2201,35,0,0,3180,0,0,0.0,0.0
2219,211,6,35,17697,14,0,0.031,0.178
2233,33,2,3,2705,5,0,0.067,0.1
2309,14,0,2,722,3,0,0.0,0.249
2334,35,1,2,2702,3,0,0.033,0.067
2358,31,0,3,2193,10,0,0.0,0.123
2386,6,0,0,540,0,0,0.0,0.0
2421,37,0,1,3360,2,0,0.0,0.027
2453,12,1,1,313,2,0,0.288,0.288
2514,142,24,27,10261,27,0,0.211,0.237
2583,5,0,0,362,0,0,0.0,0.0
2587,135,2,4,11528,37,2,0.016,0.031
2623,42,4,3,1913,2,0,0.188,0.141
2703,48,9,3,2473,5,0,0.328,0.109
2712,14,3,0,483,2,0,0.559,0.0
2726,7,0,0,630,0,0,0.0,0.0
2767,59,8,0,3764,7,1,0.191,0.0
2805,45,1,8,2774,2,0,0.032,0.26
2857,32,0,0,2837,0,0,0.0,0.0
2865,261,13,30,19268,60,0,0.061,0.14
2874,101,18,11,5273,8,0,0.307,0.188
2878,12,1,0,544,2,0,0.165,0.0
2899,13,1,1,1077,1,0,0.084,0.084
2904,10,0,0,849,3,0,0.0,0.0
2923,85,13,17,5686,12,0,0.206,0.269
2926,85,1,5,6777,21,0,0.013,0.066
2950,1,0,0,10,0,0,0.0,0.0
2953,22,0,1,1667,8,0,0.0,0.054
2956,5,0,0,150,0,0,0.0,0.0
2963,154,9,2,12086,38,2,0.067,0.015
2998,145,7,3,12857,31,0,0.049,0.021
2999,8,0,0,152,1,0,0.0,0.0
3059,46,1,5,3558,4,0,0.025,0.126
3098,29,4,1,2581,5,0,0.139,0.035
3109,120,38,26,10014,22,1,0.342,0.234
3114,72,6,8,3461,5,0,0.156,0.208
3115,24,2,0,947,1,0,0.19,0.0
3118,5,1,1,286,1,0,0.315,0.315
3130,18,0,0,1361,3,0,0.0,0.0
3131,4,0,0,76,0,0,0.0,0.0
3132,31,5,2,1876,1,0,0.24,0.096
3139,12,0,2,391,2,1,0.0,0.46
3146,21,0,0,1845,3,0,0.0,0.0
3156,24,1,0,1976,4,0,0.046,0.0
3159,10,0,0,763,3,0,0.0,0.0
3160,160,17,5,13397,15,2,0.114,0.034
3163,123,30,14,7173,11,0,0.376,0.176
3165,14,1,0,1167,3,0,0.077,0.0
3170,80,4,9,3952,10,0,0.091,0.205
3172,28,4,0,935,2,0,0.385,0.0
3176,43,10,3,2206,2,1,0.408,0.122
3179,86,11,5,3479,6,1,0.285,0.129
3182,89,1,7,7603,12,0,0.012,0.083
3190,4,0,0,360,0,0,0.0,0.0
3195,9,1,0,244,1,0,0.369,0.0
3201,104,8,1,8796,44,0,0.082,0.01
3202,95,1,3,6346,8,0,0.014,0.043
3205,10,0,0,798,1,0,0.0,0.0
3216,13,2,0,413,1,1,0.436,0.0
3220,54,0,5,4136,7,0,0.0,0.109
3226,15,2,0,911,0,0,0.198,0.0
3235,68,1,2,5719,7,0,0.016,0.031
3251,24,0,1,1833,4,0,0.0,0.049
3256,110,4,10,8938,25,0,0.04,0.101
3259,50,3,11,3284,1,0,0.082,0.301
3266,71,24,14,5202,4,0,0.415,0.242
3269,21,3,4,834,1,0,0.324,0.432
3270,44,1,0,3925,1,0,0.023,0.0
3273,7,1,0,554,0,0,0.162,0.0
3276,65,6,6,2647,10,0,0.204,0.204
3287,5,0,0,450,0,0,0.0,0.0
3291,218,8,17,17597,57,0,0.041,0.087
3292,81,3,6,6351,27,1,0.043,0.085
3296,28,1,1,2430,6,1,0.037,0.037
3297,22,2,1,1252,3,0,0.144,0.072
3306,165,34,14,11744,22,1,0.261,0.107
3310,2,0,0,135,0,0,0.0,0.0
3321,78,0,5,6316,30,0,0.0,0.071
3322,83,0,0,7470,1,0,0.0,0.0
3332,224,82,59,17645,40,1,0.418,0.301
3333,457,38,69,25820,69,1,0.132,0.241
3354,27,3,1,2109,10,0,0.128,0.043
3356,106,0,3,8925,4,0,0.0,0.03
3357,55,0,0,4962,0,0,0.0,0.0
3366,64,14,12,4319,6,0,0.292,0.25
3391,22,3,4,989,3,0,0.273,0.364
3395,29,0,0,2600,1,0,0.0,0.0
3397,21,1,1,997,10,0,0.09,0.09
3404,23,0,1,1956,6,0,0.0,0.046
3405,59,0,2,4779,7,4,0.0,0.038
3406,51,3,9,2730,3,0,0.099,0.297
3411,18,0,3,449,3,0,0.0,0.601
3413,47,4,13,3545,9,0,0.102,0.33
3417,142,1,1,12495,43,0,0.007,0.007
3428,3,0,0,114,2,0,0.0,0.0
3441,183,20,6,15824,16,1,0.114,0.034
3447,3,0,0,270,0,0,0.0,0.0
3455,283,196,78,21715,42,4,0.812,0.323
3458,85,18,15,5737,7,0,0.282,0.235
3461,13,2,0,825,1,0,0.218,0.0
3466,1,0,0,90,0,0,0.0,0.0
3467,25,1,1,1422,0,0,0.063,0.063
3473,7,0,0,615,0,0,0.0,0.0
3476,27,0,0,2460,1,0,0.0,0.0
3480,40,8,3,3221,8,0,0.224,0.084
3495,38,0,1,3392,2,0,0.0,0.027
3507,94,0,0,8182,7,1,0.0,0.0
3515,35,8,4,3097,11,0,0.232,0.116
3525,123,2,2,10147,11,1,0.018,0.018
3530,51,1,3,3448,8,0,0.026,0.078
3531,6,2,1,357,1,0,0.504,0.252
3534,27,0,0,2460,1,0,0.0,0.0
3535,1,0,0,15,0,0,0.0,0.0
3539,87,0,0,7830,4,0,0.0,0.0
3540,168,3,4,13965,16,1,0.019,0.026
3547,157,8,8,12444,6,0,0.058,0.058
3548,87,6,7,5934,14,1,0.091,0.106
3560,23,0,1,911,3,0,0.0,0.099
3562,37,0,0,3086,1,0,0.0,0.0
3564,3,0,1,270,0,0,0.0,0.333
3569,131,7,13,7286,13,0,0.086,0.161
3573,27,2,0,2119,4,0,0.085,0.0
3575,71,0,0,6300,2,0,0.0,0.0
3580,76,1,0,6282,3,0,0.014,0.0
3583,10,0,0,900,0,0,0.0,0.0
3589,9,0,0,634,0,0,0.0,0.0
3597,36,0,1,2528,5,0,0.0,0.036
3613,1,0,0,1,0,0,0.0,0.0
3614,18,0,0,1268,1,0,0.0,0.0
3620,122,13,12,7808,13,0,0.15,0.138
3630,3,0,0,270,0,0,0.0,0.0
3634,17,0,4,1450,1,0,0.0,0.248
3640,4,0,0,327,1,0,0.0,0.0
3666,11,0,1,708,2,0,0.0,0.127
3682,2,0,1,180,0,0,0.0,0.5
3692,59,0,1,5247,2,0,0.0,0.017
3698,43,0,0,3443,5,0,0.0,0.0
3707,31,0,0,2667,8,0,0.0,0.0
3713,104,31,13,7136,11,1,0.391,0.164
3719,1,0,0,76,0,0,0.0,0.0
3730,71,5,7,4729,16,0,0.095,0.133
3753,39,5,4,2249,3,0,0.2,0.16
3755,7,0,0,630,0,0,0.0,0.0
3762,34,3,6,2841,3,0,0.095,0.19
3771,42,1,1,3294,10,1,0.027,0.027
3775,34,0,2,2719,6,0,0.0,0.066
3783,29,2,2,1369,3,0,0.131,0.131
3785,59,2,5,4445,9,0,0.04,0.101
3788,44,0,2,2356,2,0,0.0,0.076
3791,25,1,1,2085,8,0,0.043,0.043
3807,23,0,0,1872,7,0,0.0,0.0
3816,14,0,3,990,3,0,0.0,0.273
3817,18,0,0,1455,0,0,0.0,0.0
3824,20,1,0,1657,3,0,0.054,0.0
3825,24,3,1,1849,11,0,0.146,0.049
3838,64,0,0,5676,4,0,0.0,0.0
3851,103,7,2,8617,19,0,0.073,0.021
3869,90,5,7,7603,18,1,0.059,0.083
3875,238,87,21,15198,14,0,0.515,0.124
3876,55,8,5,2155,4,0,0.334,0.209
3878,181,4,10,13994,20,0,0.026,0.064
3881,157,3,10,12975,17,0,0.021,0.069
3890,24,6,2,1946,1,0,0.277,0.092
3900,56,12,2,3852,4,0,0.28,0.047
3901,7,0,0,169,0,0,0.0,0.0
3913,2,0,0,24,0,0,0.0,0.0
3914,10,1,0,252,0,0,0.357,0.0
3924,84,24,15,5328,14,0,0.405,0.253
3926,30,5,4,2024,1,0,0.222,0.178
3942,44,5,2,1668,8,0,0.27,0.108
3947,10,1,0,252,0,0,0.357,0.0
3950,108,18,10,8122,18,2,0.199,0.111
3966,67,10,5,3031,1,0,0.297,0.148
3975,57,13,6,3739,8,0,0.313,0.144
3978,10,0,0,465,1,0,0.0,0.0
3979,251,0,1,22449,9,0,0.0,0.004
3989,22,4,2,1353,3,0,0.266,0.133
3995,53,1,3,3307,9,1,0.027,0.082
4010,193,71,36,15800,18,0,0.404,0.205
4015,17,0,0,311,0,0,0.0,0.0
4018,264,6,13,23094,52,0,0.023,0.051
4042,120,0,0,10726,3,0,0.0,0.0
4055,21,1,2,1770,7,0,0.051,0.102
4058,2,0,0,180,0,0,0.0,0.0
4063,150,14,21,12017,5,0,0.105,0.157
4070,64,1,4,5443,12,0,0.017,0.066
4072,188,37,20,10762,21,0,0.309,0.167
4075,30,3,2,1066,0,0,0.253,0.169
4086,13,6,0,823,1,0,0.656,0.0
4094,5,0,0,167,0,0,0.0,0.0
4095,32,0,0,2850,3,0,0.0,0.0
4111,12,0,0,939,0,0,0.0,0.0
4112,2,0,0,30,0,0,0.0,0.0
4115,43,2,1,2397,7,0,0.075,0.038
4133,27,0,0,1286,0,0,0.0,0.0
4158,55,8,6,4284,8,0,0.168,0.126
4188,240,36,61,16228,61,2,0.2,0.338
4192,115,20,24,7712,20,0,0.233,0.28
4205,54,7,7,3160,5,1,0.199,0.199
4208,6,0,0,258,1,0,0.0,0.0
4216,26,2,3,1367,4,1,0.132,0.198
4217,105,21,10,6301,15,1,0.3,0.143
4219,5,0,1,305,0,0,0.0,0.295
4233,36,0,0,3195,1,0,0.0,0.0
4241,126,4,2,10156,8,0,0.035,0.018
4248,137,25,23,9553,25,1,0.236,0.217
4251,23,0,1,1890,1,0,0.0,0.048
4257,209,91,36,16112,23,0,0.508,0.201
4267,143,0,1,12758,8,1,0.0,0.007
4276,142,67,34,10996,21,0,0.548,0.278
4277,58,2,1,4644,18,0,0.039,0.019
4310,6,0,0,495,0,0,0.0,0.0
4311,115,0,0,10251,4,0,0.0,0.0
4314,15,1,1,1002,3,1,0.09,0.09
4315,62,5,1,4077,11,0,0.11,0.022
4316,45,2,0,3816,4,0,0.047,0.0
4317,175,11,21,15026,6,0,0.066,0.126
4321,96,8,14,6742,21,0,0.107,0.187
4323,156,12,19,13197,52,1,0.082,0.13
4327,28,2,4,1745,4,0,0.103,0.206
4334,110,0,0,9990,10,0,0.0,0.0
4337,4,0,0,233,0,0,0.0,0.0
4338,30,0,2,2204,2,0,0.0,0.082
4344,23,1,0,1594,6,0,0.056,0.0
4351,9,0,0,689,4,0,0.0,0.0
4357,287,121,39,18778,39,1,0.58,0.187
4359,14,2,0,669,2,0,0.269,0.0
4360,194,70,63,13081,11,0,0.482,0.433
4361,31,4,6,2315,4,0,0.156,0.233
4371,24,0,0,1869,10,0,0.0,0.0
4377,214,31,41,15992,33,0,0.174,0.231
4380,228,110,32,15418,25,1,0.642,0.187
4383,115,16,11,5485,17,1,0.263,0.18
4384,5,0,0,280,0,0,0.0,0.0
4391,128,0,2,11255,4,2,0.0,0.016
4403,63,3,10,4485,18,0,0.06,0.201
4408,13,2,2,568,1,0,0.317,0.317
4410,32,5,0,2880,7,0,0.156,0.0
4415,20,0,2,1681,3,0,0.0,0.107
4424,20,2,3,867,2,0,0.208,0.311
4425,46,6,13,4031,7,1,0.134,0.29
4429,18,2,0,723,1,0,0.249,0.0
4451,25,3,0,1120,0,0,0.241,0.0
4452,72,11,6,5217,3,0,0.19,0.104
4456,15,1,1,631,0,0,0.143,0.143
4471,8,0,0,236,1,0,0.0,0.0
4487,6,0,0,540,0,0,0.0,0.0
4489,49,0,3,3578,11,2,0.0,0.075
4513,7,0,0,622,0,0,0.0,0.0
4517,48,0,3,3560,3,0,0.0,0.076
4519,21,0,1,1486,1,0,0.0,0.061
4520,21,1,0,1463,2,0,0.062,0.0
4531,32,10,6,1667,6,2,0.54,0.324
4533,99,6,6,3733,20,1,0.145,0.145
4538,50,0,1,4500,2,0,0.0,0.02
4563,72,1,3,6028,10,1,0.015,0.045
4570,14,1,0,410,1,0,0.22,0.0
4573,10,0,1,632,2,0,0.0,0.142
4582,12,0,0,1080,0,0,0.0,0.0
4592,50,2,8,3537,2,0,0.051,0.204
4605,25,0,0,2192,1,0,0.0,0.0
4607,81,2,2,5233,12,0,0.034,0.034
4624,58,0,1,3623,10,0,0.0,0.025
4634,127,1,2,10113,20,0,0.009,0.018
4638,94,6,1,7096,14,1,0.076,0.013
4669,15,0,1,1270,3,0,0.0,0.071
4672,128,8,3,10382,31,1,0.069,0.026
4673,165,41,40,13028,30,0,0.283,0.276
4676,42,6,3,2942,4,0,0.184,0.092
4678,78,1,1,6870,17,0,0.013,0.013
4687,162,30,21,11622,12,0,0.232,0.163
4691,90,4,1,5850,29,0,0.062,0.015
4698,132,5,13,9486,17,0,0.047,0.123
4740,42,1,1,3392,4,0,0.027,0.027
4742,220,24,23,15864,36,1,0.136,0.13
4746,1,0,0,43,0,0,0.0,0.0
4750,95,25,11,6562,3,1,0.343,0.151
4763,10,1,0,397,0,0,0.227,0.0
4793,35,1,0,2971,6,1,0.03,0.0
4796,89,5,4,7372,21,0,0.061,0.049
4811,291,9,6,25446,32,6,0.032,0.021
4829,5,0,0,315,0,0,0.0,0.0
4873,22,1,0,1917,4,0,0.047,0.0
4902,75,23,12,5548,3,0,0.373,0.195
5017,271,10,11,23563,53,2,0.038,0.042
5023,312,0,0,28055,3,2,0.0,0.0
5072,16,0,0,1440,1,0,0.0,0.0
5169,95,25,5,6090,16,0,0.369,0.074
5245,227,13,12,19468,77,1,0.06,0.055
5278,38,0,0,3333,0,0,0.0,0.0
5281,1,0,0,43,0,0,0.0,0.0
5283,46,0,0,3842,6,0,0.0,0.0
5285,191,10,20,15948,32,0,0.056,0.113
5286,1,0,0,90,0,0,0.0,0.0
5293,98,5,2,8469,17,0,0.053,0.021
5299,17,1,1,581,1,0,0.155,0.155
5300,28,3,9,2387,3,1,0.113,0.339
5303,219,31,19,10446,8,0,0.267,0.164
5308,178,0,0,15808,6,0,0.0,0.0
5309,23,0,0,2070,0,0,0.0,0.0
5315,10,0,0,785,2,0,0.0,0.0
5336,286,7,6,20769,48,0,0.03,0.026
5338,190,0,0,17038,8,1,0.0,0.0
5339,56,2,1,4678,7,0,0.038,0.019
5345,31,0,1,1499,2,0,0.0,0.06
5348,219,5,22,15057,49,2,0.03,0.132
5352,12,0,0,945,2,0,0.0,0.0
5357,18,0,2,571,1,0,0.0,0.315
5376,24,2,3,1162,0,0,0.155,0.232
5399,31,2,2,2205,6,0,0.082,0.082
5404,253,18,8,20303,36,2,0.08,0.035
5406,75,4,8,4718,14,2,0.076,0.153
5418,19,1,0,1659,4,0,0.054,0.0
5422,90,7,2,7750,44,1,0.081,0.023
5430,91,0,1,7317,21,1,0.0,0.012
5431,58,2,2,2418,4,0,0.074,0.074
5438,19,2,5,819,2,0,0.22,0.549
5439,54,4,8,3351,8,2,0.107,0.215
5444,1,0,0,20,0,1,0.0,0.0
5451,75,4,0,6098,14,2,0.059,0.0
5452,15,1,1,1285,2,0,0.07,0.07
5457,132,15,22,8745,22,0,0.154,0.226
5461,57,10,13,4626,11,0,0.195,0.253
5470,137,0,0,12289,9,0,0.0,0.0
5474,27,1,0,1641,1,0,0.055,0.0
5477,123,6,8,10543,17,2,0.051,0.068
5486,77,5,1,5498,14,1,0.082,0.016
5495,78,19,12,5461,8,1,0.313,0.198
5501,5,0,0,383,2,0,0.0,0.0
5507,44,1,0,3439,16,1,0.026,0.0
5509,6,0,0,360,3,0,0.0,0.0
5513,181,1,3,15550,38,0,0.006,0.017
5516,11,1,0,384,4,0,0.234,0.0
5518,21,4,0,459,1,0,0.784,0.0
5521,69,17,4,4174,5,0,0.367,0.086
5539,17,0,1,813,4,0,0.0,0.111
5543,43,4,0,3680,5,1,0.098,0.0
5544,64,6,5,3024,6,0,0.179,0.149
5562,8,0,0,324,0,0,0.0,0.0
5566,3,0,0,254,1,0,0.0,0.0
5574,100,40,8,6747,14,1,0.534,0.107
5576,58,0,0,4972,5,2,0.0,0.0
5578,247,0,0,22238,9,1,0.0,0.0
5586,11,0,0,888,3,0,0.0,0.0
5588,78,3,1,5217,16,0,0.052,0.017
5592,8,0,0,456,3,0,0.0,0.0
5597,34,1,1,1144,4,0,0.079,0.079
5614,49,1,1,4217,6,1,0.021,0.021
5622,19,0,0,1197,1,0,0.0,0.0
5627,23,2,1,1298,2,1,0.139,0.069
5635,20,0,0,1601,7,0,0.0,0.0
5636,38,1,2,3236,5,0,0.028,0.056
5639,29,4,0,979,2,0,0.368,0.0
5645,62,4,2,4592,10,0,0.078,0.039
5648,92,7,12,7105,17,0,0.089,0.152
5652,22,2,2,847,2,1,0.213,0.213
5658,254,0,0,22662,7,0,0.0,0.0
5664,13,1,0,860,0,1,0.105,0.0
5667,44,7,0,3925,6,1,0.161,0.0
5668,70,2,5,5853,4,0,0.031,0.077
5672,194,7,17,14189,31,0,0.044,0.108
5676,103,1,4,8921,19,0,0.01,0.04
5680,37,6,2,1921,3,0,0.281,0.094
5686,64,0,0,5714,0,0,0.0,0.0
5687,61,0,0,5416,1,1,0.0,0.0
5688,7,0,0,630,2,0,0.0,0.0
5698,87,13,11,5637,19,0,0.208,0.176
5712,27,3,4,1399,1,0,0.193,0.257
5755,232,6,7,19895,45,0,0.027,0.032
5768,10,0,0,468,4,0,0.0,0.0
5782,220,32,35,14975,65,2,0.192,0.21
5793,68,2,4,4776,12,0,0.038,0.075
5794,28,9,3,2133,8,0,0.38,0.127
5812,11,0,0,283,1,0,0.0,0.0
5817,123,16,24,10306,13,0,0.14,0.21
5818,55,1,4,3600,22,0,0.025,0.1
5825,132,43,10,8570,28,1,0.452,0.105
5854,66,0,0,5970,0,0,0.0,0.0
5856,112,0,2,8726,35,1,0.0,0.021
5858,159,2,4,13261,39,2,0.014,0.027
5868,108,5,1,6315,13,0,0.071,0.014
5870,98,3,4,6707,25,0,0.04,0.054
5873,67,2,5,5514,18,0,0.033,0.082
5878,142,45,10,10323,18,0,0.392,0.087
5879,37,11,0,2857,8,0,0.347,0.0
5880,125,0,1,11184,7,0,0.0,0.008
5881,6,0,0,540,0,0,0.0,0.0
5889,49,0,1,4210,18,1,0.0,0.021
5890,46,5,0,3115,6,0,0.144,0.0
5892,40,2,3,2376,4,0,0.076,0.114
5893,94,5,5,6322,44,0,0.071,0.071
5896,110,4,11,8319,29,1,0.043,0.119
5908,1,0,0,18,0,0,0.0,0.0
5917,4,0,0,256,0,0,0.0,0.0
5922,17,2,1,588,0,0,0.306,0.153
5925,48,3,1,3951,14,2,0.068,0.023
5928,166,35,5,7802,11,1,0.404,0.058
5936,14,0,0,1200,0,0,0.0,0.0
5938,37,3,0,3029,15,0,0.089,0.0
5942,37,0,0,3073,13,0,0.0,0.0
5946,94,2,3,7813,35,0,0.023,0.035
5947,225,16,19,17664,55,4,0.082,0.097
5948,4,0,0,128,0,0,0.0,0.0
5957,183,21,12,11860,38,1,0.159,0.091
5958,145,38,43,8620,21,1,0.397,0.449
5962,120,29,30,8458,7,0,0.309,0.319
5966,34,0,3,2809,5,0,0.0,0.096
5967,30,0,0,2422,8,1,0.0,0.0
5970,162,3,1,13218,39,0,0.02,0.007
5974,43,1,6,3098,18,0,0.029,0.174
5976,32,0,2,2338,8,0,0.0,0.077
5980,128,59,18,9771,12,0,0.543,0.166
5986,3,0,0,270,1,0,0.0,0.0
5993,62,3,2,4944,8,1,0.055,0.036
6004,20,2,0,1165,3,0,0.155,0.0
6012,74,2,2,5617,24,0,0.032,0.032
6020,28,4,2,1538,1,0,0.234,0.117
6026,18,3,1,1032,1,0,0.262,0.087
6031,139,68,20,9979,13,0,0.613,0.18
6033,115,16,14,9238,14,1,0.156,0.136
6043,98,18,12,5898,12,0,0.275,0.183
6046,20,1,2,1362,10,0,0.066,0.132
6053,64,13,10,4981,14,0,0.235,0.181
6058,6,0,0,426,0,1,0.0,0.0
6065,47,1,0,3854,1,0,0.023,0.0
6073,41,0,2,3243,11,0,0.0,0.056
6075,20,2,0,649,2,0,0.277,0.0
6076,13,2,1,692,0,0,0.26,0.13
6087,50,1,0,3409,8,1,0.026,0.0
6090,12,0,0,823,8,0,0.0,0.0
6097,30,10,9,1982,7,0,0.454,0.409
6106,44,2,1,2642,5,0,0.068,0.034
6107,6,0,0,517,1,0,0.0,0.0
6118,10,3,2,727,1,0,0.371,0.248
6119,42,0,0,1872,9,0,0.0,0.0
6150,115,2,1,9981,8,3,0.018,0.009
6157,18,4,2,1247,3,0,0.289,0.144
6160,119,35,11,7078,43,4,0.445,0.14
6176,5,0,0,388,1,0,0.0,0.0
6233,24,1,4,1112,4,0,0.081,0.324
6234,98,23,6,5711,9,2,0.362,0.095
6237,209,77,34,14591,15,0,0.475,0.21
6251,32,3,1,2824,8,0,0.096,0.032
6267,13,0,0,152,0,0,0.0,0.0
6270,90,0,0,7758,5,0,0.0,0.0
6274,4,0,0,182,1,0,0.0,0.0
6278,36,0,0,3231,2,0,0.0,0.0
6287,39,2,2,2328,2,0,0.077,0.077
6288,183,84,20,12965,20,0,0.583,0.139
6301,38,4,1,1481,3,0,0.243,0.061
6320,11,1,2,671,2,1,0.134,0.268
6322,5,0,0,165,1,0,0.0,0.0
6403,65,0,1,4607,13,1,0.0,0.02
6404,15,0,0,1260,0,0,0.0,0.0
6427,37,1,1,2037,10,1,0.044,0.044
6438,101,5,8,7904,21,1,0.057,0.091
6442,19,0,0,1740,1,0,0.0,0.0
6448,61,16,10,3529,9,0,0.408,0.255
6457,33,3,3,2374,2,0,0.114,0.114
6585,50,24,10,3877,1,0,0.557,0.232
6590,104,0,0,9360,7,0,0.0,0.0
6636,231,6,27,17410,36,0,0.031,0.14
6645,91,4,15,4472,4,0,0.081,0.302
6666,162,25,3,14419,21,0,0.156,0.019
6710,189,10,4,16455,12,2,0.055,0.022
6717,12,0,2,870,3,0,0.0,0.207
6721,38,4,3,2352,1,0,0.153,0.115
6722,3,0,0,86,0,0,0.0,0.0
6750,89,2,7,7189,31,2,0.025,0.088
6764,46,6,9,3076,2,0,0.176,0.263
6791,27,5,5,1222,5,0,0.368,0.368
6792,43,3,1,3252,5,0,0.083,0.028
6793,98,2,6,7884,16,0,0.023,0.068
6803,152,1,16,12041,19,0,0.007,0.12
6807,2,0,0,189,0,0,0.0,0.0
6824,13,3,1,1009,3,0,0.268,0.089
6832,8,0,0,602,2,0,0.0,0.0
6838,8,6,1,594,1,0,0.909,0.152
6852,2,0,0,149,1,0,0.0,0.0
6853,131,13,9,10768,19,0,0.109,0.075
6855,77,25,22,4890,13,0,0.46,0.405
6860,25,0,2,2141,11,0,0.0,0.084
6861,100,5,3,8955,12,1,0.05,0.03
6866,23,1,3,1505,7,0,0.06,0.179
6871,158,29,25,11321,17,0,0.231,0.199
6873,69,15,5,2283,0,0,0.591,0.197
6893,13,0,0,803,3,0,0.0,0.0
6910,1,0,0,1,0,0,0.0,0.0
6911,26,0,0,1812,5,1,0.0,0.0
6912,14,0,1,1099,6,0,0.0,0.082
6915,7,0,0,287,0,0,0.0,0.0
6917,4,0,0,208,0,0,0.0,0.0
6931,98,0,0,8603,4,1,0.0,0.0
6934,41,1,5,2594,3,0,0.035,0.173
